track_id,track_name,artist_name,artist_id,community_id,umap_x,umap_y,playlist_count,log_playlist_count
6qrifdo7QINdPQr80IelGi,Iraaday,Rovalio,01pFDtbY3k5uOmy0Pbg93C,10,1.477099,12.101829,5,1.791759469228055
6lNeY9YQlX9s7qCEHZxuGx,MTG - STEREO LOVE,cjnobeat,4fKJ81BAFxuwAFUI3B1BXM,11,6.177541,3.1471503,8,2.1972245773362196
53fryPehYzD3czHwKCFCKZ,La Estrategia,The La Planta,4oZolC0sCwCAKqsNXfRlVS,15,-2.9137077,4.494816,3,1.3862943611198906
3SpRtNO7GKWaFyWydXArvn,astrid,glaive,4cJKDGSv4Dz9QycXYmo565,3,5.427698,5.396161,3,1.3862943611198906
26zIni83BQyPlp9R8WF5v5,Sam,Okekel,2FkgKcXTqukAQ9GuXFzgN3,48,6.3788824,-4.5433764,4,1.6094379124341003
18OMTIWpHGvhTcQjg83CtQ,Cero Empatía,Julión Álvarez y su Norteño Banda,1bfl0AU8SqmLkElptOprhC,9,-5.4757466,2.6377616,8,2.1972245773362196
2cPSKVsKHsjCkztKkaekfS,Tu Peor Error,Darell,1TtXnWcUs0FCkaZDPGYHdf,12,-2.449398,4.551973,3,1.3862943611198906
05f8Hg3RSfiPSCBQOtxl3i,When the Levee Breaks - Remaster,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,0,-4.08242,7.520853,3,1.3862943611198906
191HqA0SkzOcIgY3p9J6pf,Sun and Love - Dj Dami & Max Marani Rmx,Lanfranchi,2LQujdun95HYsMTu7p6VNH,24,2.7585678,5.330526,5,1.791759469228055
0Uqs7ilt5kGX9NzFDWTBrP,Quit Playing Games (With My Heart),Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,0,2.428404,5.6954956,7,2.0794415416798357
5RzXSxR7BUhEtpqh77lMbR,Ella Usó Mi Cabeza Como Un Revólver - Remasterizado 2007,Soda Stereo,7An4yvF7hDYDolN4m5zKBp,7,-1.5692174,3.2250452,5,1.791759469228055
6PHn6aXuM2FkzonGWJxY28,Whatever,Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,39,2.1846974,4.6650968,5,1.791759469228055
4Kj7BJGxHXqNiAGXVD2xAH,Funky Broadway,Wilson Pickett,0N5PyKJzS3M1XNlaCL7bbE,0,1.0605227,4.593822,3,1.3862943611198906
4v2yxWNY3WCzB0YS9QJZP4,Byahe,John Roa,2U5mF0PZqGu6glnz55yY0y,31,1.9462361,-2.387644,7,2.0794415416798357
6BXyD6UUPizpRpA7iOi99r,In meinem Benz,AK AUSSERKONTROLLE,07SFzTMeYf5P8Rd32a9Zzw,42,2.7665489,9.743586,4,1.6094379124341003
1ExjoMeJQxAYtHFke6eW31,Jamaican (Bam Bam),HUGEL,5PlfkPxwCpRRWQJBxCa0By,5,3.6425488,8.107278,16,2.833213344056216
30OC6xveZUu74Jop1Ifw6m,รักแท้ในคืนหลอกลวง,Hyper,5SY2hQdGNa8TsF8IOAsavG,1,11.156536,9.189244,5,1.791759469228055
3Zdc9Bj9PI3Wx596bDsKQP,Beso a Beso,Grupo Sombras,2t5LZnlhZW4ctjLQE9qoae,15,-3.4207196,3.2910886,4,1.6094379124341003
2wcv3BDS3izeQpJt7vyf03,Peso do Mundo,Gorilla Concept Music,3uItN5CehblL9at5ZvETez,11,-4.2510214,7.5803957,3,1.3862943611198906
3OgAnffMXh7IApdJKtuMYL,Solas x Interstellar,Gabriel Albuquerqüe,2oA6iL2R3RUkHcmnC091P0,8,-0.14927639,7.1574063,5,1.791759469228055
0lLo2KPtFaXcB82klIgMN6,Guatapé,ELENA ROSE,0zO8yNnw5GQgutcIyXfGBY,12,-1.7138648,4.7669015,3,1.3862943611198906
3693HFUrT5caFZXoRzu7zf,Bonnie & Clyde,Musza,6NoCrz3OEPI3oZytElPSlu,9,-4.7201157,2.5724459,9,2.302585092994046
30RK8WMo3N7ld49H1L2LAd,heart race,2504,3s6Gdmnv9MuQNX2E7i5EMr,22,3.0152478,5.985282,4,1.6094379124341003
217OiircokozWB5frngZOs,Usted,Tito Rojas,2kgCV0fFS0wt3q6M5B39nH,17,-2.5380642,1.957951,8,2.1972245773362196
73LIz9HyLLfU1KsSSI3Xjm,Little Juniper Tree,Klara Söderman,3M4QRATGYND6tUfBYU0Qyt,58,3.471347,13.374746,3,1.3862943611198906
5sQ28vBwaIZe9P4wzFmHMU,Charlemagne,Khalil?,0TzMK687XQf4EwLFYvpDLz,35,4.6498632,6.4751782,4,1.6094379124341003
6PfQB3xEbIlky1dXOb3Yyh,Amigos para Siempre,Los Manolos,4WsE6jJORlwp3OcAWkCUrj,26,-0.48660314,4.3201146,5,1.791759469228055
6PV6owzH9GlzOhncgxE5WE,Bellaquera 2,Dj Lalo Monterrey,4rcmnRl5O6lHV13b5vqRFd,104,-4.105529,7.324451,3,1.3862943611198906
4v4G1aBgZnnJkZfWorBIEZ,Дом,Gio Pika,3ZOk6bDH8ORFWZUA4qvevR,29,-1.5317303,11.839265,11,2.4849066497880004
33vzOPcd9FRirYGlCu32x4,Just Fine,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,25,3.227859,6.059354,4,1.6094379124341003
6Z4oCaL8tQBGQRUJRh2Gua,Earth,K-391,6pWcSL9wSJZQ9ne0TnhdWr,96,3.5808425,6.8183064,4,1.6094379124341003
5MEuFY2DxrozPEgGpR8Fji,Välkommen in,Veronica Maggio,2OIWxN9xUhgUHkeUCWCaNs,28,3.616956,6.22472,3,1.3862943611198906
65X2koe1LhDgQmRkNdJFv9,AIZO,King Gnu,6wxfx1yhyqjCPYwwxJktR2,46,-9.114146,5.0328336,4,1.6094379124341003
4JOcMuy5myeEaNCKlu5j19,Perdóname,Eddy Lover,7gR53ad9JjCweCv4f9MWEX,41,-2.6622744,5.2328534,8,2.1972245773362196
7t7FUldGRvjnAeC4uIuFyA,Life Is A Rollercoaster,Braaten,0odPXKGYqtTpiWJFBhqyVB,5,2.9920983,7.882098,3,1.3862943611198906
2mmhCjzq4wJm0dTdbBYHAe,Balenciaga,Kad1r,3jE4ASRCE1MR5GDzP2jkIi,4,5.0363436,4.7660394,3,1.3862943611198906
0H2iJVgorRR0ZFgRqGUjUM,Channa Mereya,Pritam,1wRPtKGflJrBx9BmLsSwlU,10,1.493868,11.988735,8,2.1972245773362196
